,Manufacturer,Classification,Designation,Primary Data,,,Refractive Indices,,,,,Dispersions,,,,,,Coefficients of Dispersion Formulae,,,,,,,Relative Internal Transmittance (at 10mm Thickness),,,,,,,,,,,Remarks,,,
,manufacturer,classification,glass,nd,vd,ve,nC,nd,ne,nF,ng,nF-nC,nd-nC,ng-nF,"?d,C","?g,F","??g,F",Formula,a1,a2,a3,a4,a5,a6,?0.80,?0.05,800nm,700nm,600nm,550nm,500nm,460nm,400nm,380nm,Std. Deviation,Precision Molding, i-line Capable,High Homogeneity,Other Comments
972,Sumita,Silicate,K-SK7,1.6073,59.5,59.3,1.6042,1.6073,1.6097,1.6144,1.6199,0.01021,0.00311,0.00555,0.304603,0.543585,-0.0001,"Schott, n=2 m=4",2.542927700E+00,-1.03E-02,1.435694400E-02,3.143387200E-04,-1.08E-05,6.810089200E-07,,,99.60%,98.90%,98.20%,97.80%,97.10%,96.40%,95.40%,93.70%,1.93%,Not Specified,Not Specified,Not Specified,
973,Sumita,Silicate,K-SK14,1.6031,60.7,60.4,1.6001,1.6031,1.6055,1.61,1.6154,0.00994,0.00303,0.00538,0.304829,0.541247,-0.0011,"Schott, n=2 m=4",2.531389400E+00,-1.10E-02,1.380354400E-02,2.980388900E-04,-6.25E-06,2.568602400E-07,,,99.60%,99.60%,99.40%,99.30%,99.20%,98.80%,98.10%,96.70%,1.00%,Not Specified,Not Specified,Not Specified,
974,Sumita,Silicate,K-SK15,1.623,58.1,57.9,1.6197,1.623,1.6255,1.6305,1.6363,0.01072,0.00326,0.00583,0.304104,0.543843,-0.0024,"Schott, n=2 m=4",2.591850800E+00,-1.06E-02,1.441169500E-02,6.322696100E-04,-5.79E-05,3.419317200E-06,,,99.60%,99.60%,99.60%,99.20%,99.20%,98.90%,97.10%,94.70%,1.74%,Not Specified,Not Specified,Not Specified,
975,Sumita,Silicate,K-SK16,1.6204,60.3,60.1,1.6173,1.6204,1.6229,1.6276,1.6331,0.01029,0.00314,0.00557,0.305151,0.541302,-0.0017,"Schott, n=2 m=4",2.584362900E+00,-1.07E-02,1.494360400E-02,2.000799400E-04,4.562459500E-06,-1.23E-07,,,99.60%,99.20%,98.90%,97.80%,97.80%,97.10%,96.40%,94.00%,1.81%,Not Specified,Not Specified,Not Specified,
976,Sumita,Silicate,K-SK16RH,1.6204,60.3,60.1,1.6173,1.6204,1.6229,1.6276,1.6331,0.01029,0.0031,0.0056,0.3061,0.541302,-0.0017,"Schott, n=2 m=4",2.585330300E+00,-1.17E-02,1.449652400E-02,3.287161000E-04,-1.58E-05,1.101618300E-06,,,99.60%,99.60%,99.60%,99.60%,99.60%,99.60%,99.20%,96.40%,1.12%,Not Specified,Not Specified,Not Specified,Transmission improved type.
977,Sumita,Silicate,K-SK18,1.6385,55.5,55.2,1.6351,1.6385,1.6413,1.6466,1.6529,0.01151,0.00348,0.00632,0.302346,0.549088,-0.0018,"Schott, n=2 m=4",2.638322900E+00,-1.08E-02,1.615341400E-02,4.667395400E-04,-2.54E-05,1.970316500E-06,,,99.60%,99.60%,98.90%,98.90%,98.50%,97.80%,93.00%,78.30%,7.30%,Not Specified,Not Specified,Not Specified,
978,Sumita,Silicate,K-SK18RH,1.6385,55.5,55.2,1.6351,1.6385,1.6413,1.6466,1.6529,0.01151,0.0035,0.0063,0.3023,0.549088,-0.0018,"Schott, n=2 m=4",2.636894200E+00,-9.98E-03,1.715141300E-02,1.164422300E-04,3.418994500E-05,-1.86E-06,,,99.60%,99.20%,98.90%,98.90%,98.90%,97.50%,96.40%,93.00%,2.20%,Not Specified,Not Specified,Not Specified,Transmission improved type.
979,Sumita,Silicate,K-SSK1,1.6172,54,53.8,1.6138,1.6172,1.6199,1.6252,1.6314,0.01142,0.00345,0.00626,0.302102,0.548161,-0.0052,"Schott, n=2 m=4",2.569217300E+00,-1.00E-02,1.606709500E-02,3.986811500E-04,-1.57E-05,1.177403300E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.50%,99.00%,98.20%,0.58%,Not Specified,Not Specified,Not Specified,
980,Sumita,Silicate,K-SSK3,1.6148,51.1,50.8,1.6112,1.6148,1.6177,1.6232,1.6299,0.01203,0.00363,0.00663,0.301746,0.551122,-0.0071,"Schott, n=2 m=4",2.558117800E+00,-9.34E-03,1.727950800E-02,3.423223900E-04,-8.15E-06,1.131445400E-06,,,99.60%,99.60%,99.60%,99.50%,99.40%,98.80%,97.70%,95.00%,1.61%,Not Specified,Not Specified,Not Specified,
981,Sumita,Silicate,K-SSK4,1.6177,55.1,54.8,1.6143,1.6177,1.6203,1.6255,1.6316,0.01121,0.00339,0.00613,0.302409,0.546833,-0.0047,"Schott, n=2 m=4",2.574931300E+00,-1.20E-02,1.366375700E-02,9.968754900E-04,-9.36E-05,4.629733000E-06,,,99.80%,99.80%,99.80%,99.80%,99.80%,99.60%,99.10%,98.60%,0.45%,Not Specified,Not Specified,Not Specified,
982,Sumita,Silicate,K-SSK9,1.6201,49.8,49.5,1.6164,1.6201,1.6231,1.6288,1.6358,0.01245,0.00373,0.00697,0.299598,0.559839,-0.0004,"Schott, n=2 m=4",2.573791700E+00,-9.35E-03,1.764520900E-02,3.576508100E-04,1.161443400E-06,1.160340000E-06,,,99.60%,99.60%,98.90%,98.50%,97.80%,97.10%,91.60%,78.60%,7.19%,Not Specified,Not Specified,Not Specified,
983,Sumita,Silicate,K-BaF8,1.6237,47.1,46.8,1.6198,1.6237,1.6269,1.633,1.6405,0.01325,0.00398,0.00748,0.300377,0.564528,0.0001,"Schott, n=2 m=4",2.583056200E+00,-1.13E-02,1.881746400E-02,2.706330900E-04,2.152756100E-05,7.776194100E-07,,,99.30%,99.30%,99.10%,99.00%,98.60%,96.30%,88.50%,71.20%,9.88%,Not Specified,Not Specified,Not Specified,
984,Sumita,Silicate,K-BaF9,1.6433,47.8,47.4,1.6393,1.6433,1.6465,1.6527,1.6603,0.01347,0.00402,0.00761,0.298441,0.564959,0.0012,"Schott, n=2 m=4",2.645539900E+00,-1.10E-02,1.895520700E-02,4.080074300E-04,9.934634000E-06,9.319790200E-07,,,99.60%,99.30%,99.00%,99.10%,97.80%,95.90%,83.00%,55.40%,15.46%,Not Specified,Not Specified,Not Specified,
985,Sumita,Silicate,K-BaFn1,1.6825,44.5,44.2,1.6779,1.6825,1.6862,1.6933,1.702,0.01535,0.00456,0.00874,0.297068,0.569381,0.0001,"Schott, n=2 m=4",2.766929700E+00,-1.17E-02,2.151984000E-02,7.081028100E-04,-2.50E-05,3.774794600E-06,,,99.80%,99.80%,99.60%,99.50%,99.00%,97.70%,91.20%,77.20%,7.93%,Not Specified,Not Specified,Not Specified,
986,Sumita,Silicate,K-BaFn3,1.6642,49.2,48.9,1.6602,1.6642,1.6674,1.6737,1.6812,0.0135,0.00405,0.00755,0.3,0.559259,-0.0024,"Schott, n=2 m=4",2.712894400E+00,-1.06E-02,1.965363200E-02,4.005116500E-04,1.162653900E-06,1.157958900E-06,,,99.60%,99.60%,99.10%,98.90%,98.30%,96.60%,89.30%,72.80%,9.33%,Not Specified,Not Specified,Not Specified,
987,Sumita,Silicate,K-BaSF4,1.6513,38.3,38.1,1.6463,1.6513,1.6553,1.6633,1.6731,0.01699,0.005,0.00983,0.294291,0.578576,-0.0007,"Schott, n=2 m=4",2.659050100E+00,-1.19E-02,2.185629000E-02,1.176180700E-03,-7.86E-05,8.141383500E-06,,,99.70%,99.70%,99.50%,99.50%,98.10%,96.40%,87.60%,68.70%,10.88%,Not Specified,Not Specified,Not Specified,
988,Sumita,Silicate,K-BaSF5,1.6032,42.5,42.2,1.599,1.6032,1.6066,1.6132,1.6213,0.01419,0.0042,0.0081,0.295983,0.570825,-0.0017,"Schott, n=2 m=4",2.516576200E+00,-1.18E-02,1.763159400E-02,9.583405200E-04,-6.76E-05,6.254339300E-06,,,99.80%,99.80%,99.50%,99.30%,98.70%,97.30%,88.80%,70.90%,10.13%,Not Specified,Not Specified,Not Specified,
989,Sumita,Silicate,K-BaSF12,1.67,39.2,38.9,1.6649,1.67,1.674,1.682,1.6919,0.01709,0.00505,0.00985,0.295494,0.57636,-0.0019,"Schott, n=2 m=4",2.720132500E+00,-1.28E-02,2.235917000E-02,1.106035100E-03,-5.60E-05,5.899855800E-06,,,99.80%,99.80%,99.80%,99.80%,99.20%,98.40%,94.70%,88.10%,4.16%,Not Specified,Not Specified,Not Specified,
990,Sumita,Lanthanide,K-LaK6,1.6425,58.1,57.9,1.6391,1.6425,1.6451,1.6502,1.6562,0.01106,0.00336,0.00602,0.303797,0.544304,-0.0024,"Schott, n=2 m=4",2.653265700E+00,-1.16E-02,1.595563700E-02,2.381128300E-04,1.716545900E-05,-1.41E-06,,,99.60%,99.60%,99.20%,98.50%,98.50%,97.50%,95.70%,93.00%,2.30%,Not Specified,Not Specified,Not Specified,
991,Sumita,Lanthanide,K-LaK7,1.6516,58.3,58.1,1.6482,1.6516,1.6543,1.6594,1.6655,0.01118,0.0034,0.00608,0.304114,0.543828,-0.0021,"Schott, n=2 m=4",2.683573700E+00,-1.21E-02,1.519348900E-02,6.484798700E-04,-5.24E-05,2.830145200E-06,,,99.60%,99.20%,98.50%,98.50%,98.50%,97.50%,94.70%,89.60%,3.35%,Not Specified,Not Specified,Not Specified,
992,Sumita,Lanthanide,K-LaK8,1.713,53.9,53.7,1.709,1.713,1.7162,1.7222,1.7294,0.01323,0.00402,0.00723,0.303855,0.546485,-0.0075,"Schott, n=2 m=4",2.879714200E+00,-1.50E-02,1.933782000E-02,4.837996300E-04,-1.14E-05,7.048427500E-07,,,99.60%,98.90%,97.50%,97.10%,96.40%,94.40%,87.70%,75.60%,8.09%,Not Specified,Not Specified,Not Specified,
993,Sumita,Lanthanide,K-LaK9,1.691,54.8,54.5,1.6872,1.691,1.694,1.6998,1.7067,0.01262,0.00381,0.0069,0.301902,0.546751,-0.005,"Schott, n=2 m=4",2.806508600E+00,-1.21E-02,1.850972300E-02,4.568965200E-04,-1.53E-05,1.001850900E-06,,,99.20%,98.90%,98.20%,97.50%,97.20%,96.10%,93.00%,87.20%,4.03%,Not Specified,Not Specified,Not Specified,
994,Sumita,Lanthanide,K-LaK10,1.72,50.3,50.1,1.7157,1.72,1.7234,1.73,1.7379,0.01431,0.00431,0.00793,0.301188,0.554158,-0.0056,"Schott, n=2 m=4",2.896074700E+00,-1.17E-02,2.159925400E-02,4.381103800E-04,5.752903000E-06,-1.74E-07,,,99.60%,99.20%,98.20%,97.90%,97.20%,95.80%,91.40%,83.40%,5.47%,Not Specified,Not Specified,Not Specified,
995,Sumita,Lanthanide,K-LaK11,1.6583,57.3,57,1.6548,1.6583,1.6611,1.6663,1.6726,0.01149,0.00349,0.00627,0.303742,0.545692,-0.0018,"Schott, n=2 m=4",2.703071000E+00,-1.16E-02,1.644090700E-02,4.404467800E-04,-2.19E-05,1.353100200E-06,,,99.60%,99.20%,98.50%,98.20%,97.50%,97.20%,95.10%,91.40%,2.69%,Not Specified,Not Specified,Not Specified,
996,Sumita,Lanthanide,K-LaK12,1.6779,55.5,55.2,1.6742,1.6779,1.6808,1.6864,1.6931,0.01221,0.00369,0.00669,0.302211,0.547912,-0.0028,"Schott, n=2 m=4",2.764438800E+00,-1.18E-02,1.795717300E-02,3.473313400E-04,3.643961700E-06,-3.29E-07,,,99.60%,98.90%,98.20%,97.50%,97.10%,96.40%,93.00%,85.70%,4.55%,Not Specified,Not Specified,Not Specified,
997,Sumita,Lanthanide,K-LaK13,1.6935,53.4,53.1,1.6896,1.6935,1.6966,1.7026,1.7097,0.01299,0.00391,0.00716,0.301001,0.551193,-0.0034,"Schott, n=2 m=4",2.810645900E+00,-1.02E-02,2.047301000E-02,9.789718900E-05,3.378933000E-05,-1.19E-06,,,99.60%,98.90%,98.90%,98.20%,97.50%,97.50%,94.70%,90.30%,3.07%,Not Specified,Not Specified,Not Specified,
998,Sumita,Lanthanide,K-LaK14,1.6968,55.6,55.5,1.693,1.6968,1.6998,1.7055,1.7123,0.01253,0.00381,0.00679,0.30407,0.541899,-0.0087,"Schott, n=2 m=4",2.827720600E+00,-1.38E-02,1.798470000E-02,5.777788400E-04,-3.77E-05,2.293591800E-06,,,99.20%,98.50%,97.50%,96.40%,96.40%,95.00%,89.60%,77.00%,7.37%,Not Specified,Not Specified,Not Specified,
999,Sumita,Lanthanide,K-LaK18,1.7292,54.7,54.5,1.7251,1.7292,1.7323,1.7384,1.7457,0.01334,0.00406,0.00725,0.304348,0.543478,-0.0092,"Schott, n=2 m=4",2.933379600E+00,-1.49E-02,2.020743200E-02,4.123858900E-04,-1.23E-05,1.143699400E-06,,,99.60%,99.60%,98.90%,97.80%,97.50%,96.40%,91.60%,81.70%,6.10%,Not Specified,Not Specified,Not Specified,
1000,Sumita,Lanthanide,K-LaKn2,1.6405,60.1,60,1.6373,1.6405,1.643,1.6479,1.6537,0.01065,0.00325,0.00575,0.305164,0.539906,-0.0031,"Schott, n=2 m=4",2.649845600E+00,-1.31E-02,1.488707900E-02,3.621869000E-04,-1.15E-05,6.130094500E-07,,,99.60%,99.20%,98.90%,98.50%,98.20%,97.50%,95.00%,89.60%,3.34%,Not Specified,Not Specified,Not Specified,
1001,Sumita,Lanthanide,K-LaKn7,1.67,51.7,51.5,1.6661,1.67,1.6731,1.6791,1.6862,0.01295,0.0039,0.00717,0.301158,0.553668,-0.0032,"Schott, n=2 m=4",2.735741000E+00,-1.15E-02,1.797503500E-02,7.202028800E-04,-5.19E-05,3.598008700E-06,,,99.60%,99.20%,98.20%,97.50%,97.10%,95.70%,91.00%,81.70%,6.01%,Not Specified,Not Specified,Not Specified,
1002,Sumita,Lanthanide,K-LaKn12,1.7335,51.2,51,1.7292,1.7335,1.7369,1.7435,1.7514,0.01432,0.00432,0.00787,0.301676,0.549581,-0.008,"Schott, n=2 m=4",2.941090300E+00,-1.18E-02,2.246612600E-02,3.476197700E-04,-1.76E-06,1.030437300E-06,,,99.60%,99.60%,99.20%,99.20%,98.90%,97.50%,93.70%,84.80%,5.14%,Not Specified,Not Specified,Not Specified,
1003,Sumita,Lanthanide,K-LaKn14,1.741,52.7,52.5,1.7367,1.741,1.7444,1.7508,1.7585,0.01407,0.00427,0.00768,0.303483,0.545842,-0.0095,"Schott, n=2 m=4",2.971354900E+00,-1.50E-02,2.074838100E-02,6.823928700E-04,-4.59E-05,3.015147900E-06,,,99.60%,99.60%,99.60%,99.60%,99.20%,98.50%,94.90%,89.30%,3.69%,Not Specified,Not Specified,Not Specified,
1004,Sumita,Lanthanide,K-LaF2,1.744,44.9,44.6,1.7391,1.744,1.7479,1.7557,1.765,0.01658,0.00493,0.00937,0.297346,0.565139,-0.0036,"Schott, n=2 m=4",2.969235000E+00,-1.24E-02,2.417883800E-02,8.706315300E-04,-4.42E-05,4.474298700E-06,,,99.60%,99.20%,98.20%,97.50%,96.40%,94.70%,87.40%,73.00%,9.06%,Not Specified,Not Specified,Not Specified,
1005,Sumita,Lanthanide,K-LaF3,1.717,47.9,47.6,1.7125,1.717,1.7206,1.7275,1.7359,0.01498,0.00448,0.00837,0.299065,0.558745,-0.0046,"Schott, n=2 m=4",2.884935800E+00,-1.27E-02,2.117049800E-02,8.511775400E-04,-4.90E-05,3.736170900E-06,,,99.60%,98.50%,97.10%,97.10%,96.40%,94.40%,89.60%,81.30%,6.06%,Not Specified,Not Specified,Not Specified,
1006,Sumita,Lanthanide,K-LaFn1,1.685,49.2,48.9,1.6808,1.685,1.6883,1.6948,1.7025,0.01392,0.00417,0.00778,0.299569,0.558908,-0.0024,"Schott, n=2 m=4",2.783103700E+00,-1.24E-02,1.832816200E-02,1.071452300E-03,-8.56E-05,5.424722500E-06,,,99.60%,99.60%,98.90%,98.90%,97.10%,95.70%,93.00%,81.00%,6.28%,Not Specified,Not Specified,Not Specified,
1007,Sumita,Lanthanide,K-LaFn2,1.697,48.5,48.2,1.6927,1.697,1.7004,1.7071,1.7151,0.01438,0.0043,0.00806,0.299026,0.560501,-0.0016,"Schott, n=2 m=4",2.820958100E+00,-1.24E-02,1.929917000E-02,1.043675600E-03,-7.79E-05,5.136540900E-06,,,99.60%,99.60%,98.90%,98.90%,98.20%,96.40%,91.60%,81.70%,6.22%,Not Specified,Not Specified,Not Specified,
1008,Sumita,Lanthanide,K-LaFn3,1.7,48,47.7,1.6956,1.7,1.7035,1.7102,1.7184,0.01459,0.00436,0.00816,0.298835,0.559287,-0.0044,"Schott, n=2 m=4",2.827081000E+00,-1.02E-02,2.122409700E-02,6.653956000E-04,-3.33E-05,3.164290000E-06,,,99.60%,99.60%,98.90%,98.20%,97.80%,96.40%,93.00%,83.20%,5.54%,Not Specified,Not Specified,Not Specified,
1009,Sumita,Lanthanide,K-LaFn5,1.743,49.2,49,1.7385,1.743,1.7466,1.7535,1.7619,0.01509,0.00455,0.00835,0.301524,0.553347,-0.0084,"Schott, n=2 m=4",2.974661800E+00,-1.55E-02,2.167637600E-02,7.907947000E-04,-3.51E-05,2.123540100E-06,,,99.60%,99.60%,99.60%,99.60%,99.10%,97.70%,90.00%,77.80%,7.82%,Not Specified,Not Specified,Not Specified,
1010,Sumita,Lanthanide,K-LaFn9,1.764,40.3,40,1.7584,1.764,1.7685,1.7774,1.7883,0.01895,0.0056,0.01091,0.295515,0.575726,-0.0004,"Schott, n=2 m=4",3.032871000E+00,-1.39E-02,2.355488900E-02,2.422614500E-03,-2.56E-04,1.791214900E-05,,,99.60%,99.20%,98.90%,97.50%,95.70%,92.30%,77.70%,52.90%,16.36%,Not Specified,Not Specified,Not Specified,
1011,Sumita,Lanthanide,K-LaFn11,1.7201,46,45.7,1.7155,1.7201,1.7239,1.7311,1.7399,0.01566,0.00467,0.00882,0.298212,0.563218,-0.0038,"Schott, n=2 m=4",2.891700900E+00,-1.19E-02,2.255893300E-02,7.920423100E-04,-4.08E-05,4.137304500E-06,,,99.60%,99.60%,98.90%,98.90%,97.50%,96.40%,90.60%,78.90%,7.17%,Not Specified,Not Specified,Not Specified,
1012,Sumita,Lanthanide,K-LaSKn1,1.755,52.4,52.1,1.7506,1.755,1.7584,1.7651,1.7729,0.01442,0.00437,0.00789,0.303051,0.547157,-0.009,"Schott, n=2 m=4",3.017602800E+00,-1.51E-02,2.195951400E-02,5.214452800E-04,-1.87E-05,1.636936500E-06,,,99.60%,99.60%,99.60%,99.60%,99.60%,99.60%,94.40%,86.40%,4.77%,Not Specified,Not Specified,Not Specified,
1013,Sumita,Lanthanide,K-LaSFn1,1.8061,40.7,40.5,1.8002,1.8061,1.8108,1.82,1.8312,0.01979,0.00588,0.01122,0.29712,0.566953,-0.0088,"Schott, n=2 m=4",3.170447800E+00,-1.29E-02,3.071132800E-02,9.146755200E-04,-4.22E-05,5.885503000E-06,,,99.60%,99.60%,99.60%,99.60%,98.70%,96.50%,88.50%,76.50%,8.32%,Not Specified,Not Specified,Not Specified,
1014,Sumita,Lanthanide,K-LaSFn2,1.805,39.6,39.3,1.799,1.805,1.8098,1.8193,1.8309,0.02034,0.00603,0.01162,0.29646,0.571288,-0.0063,"Schott, n=2 m=4",3.166647200E+00,-1.48E-02,3.036612300E-02,1.094289400E-03,-4.21E-05,5.718677900E-06,,,99.80%,99.80%,99.80%,99.80%,99.40%,97.10%,87.80%,73.10%,9.61%,Not Specified,Not Specified,Not Specified,
1015,Sumita,Lanthanide,K-LaSFn3,1.7995,42.3,42,1.7939,1.7995,1.804,1.8128,1.8235,0.0189,0.00562,0.01072,0.297354,0.567196,-0.006,"Schott, n=2 m=4",3.150722600E+00,-1.25E-02,2.991069700E-02,5.073310600E-04,3.627886800E-05,-2.50E-08,,,99.40%,99.60%,99.50%,99.40%,99.10%,98.20%,95.60%,91.30%,2.93%,Not Specified,Not Specified,Not Specified,
1016,Sumita,Lanthanide,K-LaSFn4,1.785,43.7,43.4,1.7796,1.785,1.7893,1.7976,1.8077,0.01798,0.00538,0.01013,0.299221,0.563404,-0.0077,"Schott, n=2 m=4",3.104998400E+00,-1.33E-02,2.750652600E-02,7.545162100E-04,-1.66E-05,2.780481000E-06,,,99.60%,99.60%,99.00%,99.40%,98.60%,96.70%,91.00%,82.00%,6.26%,Not Specified,Not Specified,Not Specified,
1017,Sumita,Lanthanide,K-LaSFn6,1.804,46.6,46.3,1.7988,1.804,1.8081,1.8161,1.8257,0.01726,0.00518,0.0096,0.300116,0.556199,-0.0096,"Schott, n=2 m=4",3.176602400E+00,-1.52E-02,2.667440500E-02,7.467451300E-04,-2.64E-05,2.751498100E-06,,,99.60%,99.60%,98.70%,98.00%,95.80%,92.80%,87.30%,79.70%,7.12%,Not Specified,Not Specified,Not Specified,
1018,Sumita,Lanthanide,K-LaSFn7,1.7725,49.6,49.3,1.7678,1.7725,1.7762,1.7834,1.792,0.01558,0.00471,0.00859,0.302311,0.551348,-0.0097,"Schott, n=2 m=4",3.072880600E+00,-1.48E-02,2.406414200E-02,4.996149700E-04,1.285280700E-06,5.226207400E-07,,,99.60%,99.60%,99.50%,99.30%,99.10%,98.30%,95.10%,89.20%,3.66%,Not Specified,Not Specified,Not Specified,
1019,Sumita,Lanthanide,K-LaSFn8,1.835,42.7,42.5,1.8292,1.835,1.8396,1.8487,1.8597,0.01954,0.00583,0.01101,0.298362,0.56346,-0.0093,"Schott, n=2 m=4",3.276732100E+00,-1.51E-02,3.075344500E-02,7.835057800E-04,-3.46E-06,2.054257300E-06,,,98.70%,99.50%,99.30%,99.50%,98.60%,97.50%,89.20%,77.50%,7.85%,Not Specified,Not Specified,Not Specified,
1020,Sumita,Lanthanide,K-LaSFn8W,1.8349,42.7,42.4,1.8291,1.8349,1.8396,1.8486,1.8596,0.01956,0.0058,0.011,0.2986,0.563395,-0.0093,"Schott, n=2 m=4",3.276444000E+00,-1.52E-02,3.067830300E-02,7.939596000E-04,8.267897900E-07,1.391356200E-06,,,99.80%,99.80%,99.80%,99.80%,99.60%,99.00%,97.10%,94.10%,2.05%,Not Specified,Not Specified,Not Specified,Transmission improved type.
1021,Sumita,Lanthanide,K-LaSFn9,1.816,46.7,46.4,1.8108,1.816,1.8202,1.8282,1.838,0.01748,0.00524,0.00973,0.299771,0.556636,-0.0086,"Schott, n=2 m=4",3.218443300E+00,-1.49E-02,2.692619000E-02,8.740974800E-04,-4.03E-05,3.167774500E-06,,,99.60%,99.20%,97.80%,97.10%,96.40%,95.40%,87.40%,73.30%,8.93%,Not Specified,Not Specified,Not Specified,
1022,Sumita,Lanthanide,K-LaSFn10,1.8155,44.4,44.2,1.81,1.8155,1.8199,1.8284,1.8386,0.01836,0.00551,0.01028,0.300109,0.559913,-0.0095,"Schott, n=2 m=4",3.212813700E+00,-1.56E-02,2.824929900E-02,8.643960700E-04,-2.92E-05,2.991253500E-06,,,99.60%,99.20%,97.80%,97.10%,96.40%,94.00%,85.70%,71.90%,9.50%,Not Specified,Not Specified,Not Specified,
1023,Sumita,Lanthanide,K-LaSFn14,1.834,37.3,37.1,1.8274,1.834,1.8393,1.8498,1.8627,0.02233,0.00658,0.01293,0.294671,0.579042,-0.0024,"Schott, n=2 m=4",3.264319100E+00,-1.63E-02,3.202838000E-02,1.527185400E-03,-4.78E-05,5.734590700E-06,,,99.60%,99.60%,98.70%,98.20%,96.40%,92.60%,74.70%,48.50%,18.18%,Not Specified,Not Specified,Not Specified,
1024,Sumita,Lanthanide,K-LaSFn16,1.7883,47.4,47.2,1.7833,1.7883,1.7923,1.7999,1.8092,0.01663,0.005,0.00922,0.300661,0.55442,-0.0104,"Schott, n=2 m=4",3.124535000E+00,-1.50E-02,2.479587800E-02,9.627155600E-04,-6.46E-05,4.616243700E-06,,,99.20%,98.50%,97.10%,97.10%,96.40%,95.40%,89.60%,78.30%,6.97%,Not Specified,Not Specified,Not Specified,
1025,Sumita,Lanthanide,K-LaSFn17,1.883,40.8,40.6,1.8766,1.883,1.8881,1.8982,1.9105,0.02164,0.00644,0.01228,0.297597,0.567468,-0.0081,"Schott, n=2 m=4",3.443411700E+00,-1.55E-02,3.369597500E-02,1.287857400E-03,-4.55E-05,3.867959000E-06,,,99.80%,99.80%,99.70%,99.70%,99.40%,98.80%,96.10%,91.80%,2.85%,Not Specified,Not Specified,Not Specified,
1026,Sumita,Lanthanide,K-LaSFn21,1.85,32.4,32.2,1.8424,1.85,1.8562,1.8686,1.8841,0.02623,0.00765,0.01554,0.291651,0.592451,0.0023,"Schott, n=2 m=4",3.304033800E+00,-1.60E-02,3.764598900E-02,2.153246400E-03,-2.05E-04,2.762321700E-05,,,99.40%,99.40%,98.60%,97.50%,95.00%,90.70%,64.50%,30.80%,24.62%,Not Specified,Not Specified,Not Specified,
1027,Sumita,Lanthanide,K-LaSFn22,1.898,34,33.8,1.8903,1.898,1.9043,1.9167,1.9322,0.0264,0.00774,0.01552,0.293182,0.587879,0.0009,"Schott, n=2 m=4",3.477103000E+00,-1.49E-02,4.019269900E-02,1.840493200E-03,-1.00E-04,1.434677600E-05,,,99.40%,99.40%,99.20%,99.10%,98.00%,95.40%,80.80%,56.60%,15.26%,Not Specified,Not Specified,Not Specified,
1028,Sumita,Lanthanide,K-LaSFn23,1.911,35.2,35,1.9034,1.911,1.9171,1.9293,1.9444,0.02587,0.00759,0.01509,0.29339,0.583301,-0.0019,"Schott, n=2 m=4",3.527427100E+00,-1.46E-02,4.039573900E-02,1.551748500E-03,-4.64E-05,9.151745800E-06,,,99.80%,99.50%,99.50%,99.30%,98.30%,96.00%,83.70%,64.60%,12.53%,Not Specified,Not Specified,Not Specified,
1029,Sumita,Titanate,K-SFLD1,1.7174,29.5,29.3,1.7103,1.7174,1.7231,1.7346,1.7493,0.02432,0.00705,0.01465,0.289885,0.602385,0.0075,"Schott, n=2 m=4",2.846567900E+00,-1.18E-02,3.276663100E-02,1.451422300E-03,-4.82E-05,1.298132400E-05,,,99.80%,99.80%,99.60%,99.30%,98.50%,97.10%,84.40%,54.90%,15.74%,Not Specified,Not Specified,Not Specified,
1030,Sumita,Titanate,K-SFLD2,1.6477,33.9,33.6,1.6421,1.6477,1.6522,1.6612,1.6725,0.01912,0.00559,0.01131,0.292364,0.591527,0.0049,"Schott, n=2 m=4",2.639007300E+00,-1.17E-02,2.419818900E-02,1.253660000E-03,-5.15E-05,7.754940500E-06,,,99.80%,99.80%,99.60%,99.60%,99.00%,98.20%,91.00%,68.80%,10.79%,Not Specified,Not Specified,Not Specified,
1031,Sumita,Titanate,K-SFLD4,1.7552,27.5,27.3,1.7473,1.7552,1.7617,1.7748,1.7916,0.02745,0.0079,0.01681,0.287796,0.612386,0.0145,"Schott, n=2 m=4",2.962175900E+00,-1.18E-02,3.764835300E-02,1.534160100E-03,-1.08E-05,1.378924000E-05,,,99.50%,99.50%,99.40%,99.40%,98.50%,96.60%,75.10%,31.80%,24.00%,Not Specified,Not Specified,Not Specified,
1032,Sumita,Titanate,K-SFLD5,1.6727,32.2,31.9,1.6666,1.6727,1.6776,1.6875,1.7,0.02089,0.00609,0.01248,0.291527,0.597415,0.007,"Schott, n=2 m=4",2.710230100E+00,-1.09E-02,2.953485400E-02,4.110711400E-04,9.734845200E-05,8.840278700E-07,,,98.90%,97.60%,97.20%,97.20%,94.80%,90.90%,72.80%,42.40%,19.74%,Not Specified,Not Specified,Not Specified,
1033,Sumita,Titanate,K-SFLD6,1.8052,25.4,25.2,1.7961,1.8052,1.8127,1.8278,1.8473,0.03171,0.00908,0.01949,0.286345,0.614633,0.0136,"Schott, n=2 m=4",3.117600900E+00,-1.21E-02,4.468974300E-02,1.657476500E-03,4.198444200E-05,1.291350000E-05,,,99.00%,97.80%,96.40%,95.70%,91.60%,86.40%,56.40%,16.10%,29.30%,Not Specified,Not Specified,Not Specified,
