,Manufacturer,Classification,Designation,Primary Data,,,Refractive Indices,,,,,Dispersions,,,,,,Coefficients of Dispersion Formulae,,,,,,,Relative Internal Transmittance (at 10mm Thickness),,,,,,,,,,,Remarks,,,
,manufacturer,classification,glass,nd,vd,ve,nC,nd,ne,nF,ng,nF-nC,nd-nC,ng-nF,"?d,C","?g,F","??g,F",Formula,a1,a2,a3,a4,a5,a6,?0.80,?0.05,800nm,700nm,600nm,550nm,500nm,460nm,400nm,380nm,Std. Deviation,Precision Molding, i-line Capable,High Homogeneity,Other Comments
453,Schott,Silicate,N-SK11,1.5638,60.8,60.55,1.561,1.5638,1.5661,1.5703,1.5753,0.00927,0.00283,0.00502,0.3051,0.541532,-0.0004,"Sellmeier, n=3",1.179636310E+00,2.298172950E-01,9.357896520E-01,6.802820810E-03,2.197372050E-02,1.015132320E+02,340,290,,99.80%,,99.90%,99.80%,99.60%,99.00%,98.50%,0.56%,Not Specified,Not Specified,Not Specified, 
454,Schott,Silicate,N-SK14,1.6031,60.6,60.34,1.6001,1.6031,1.6055,1.61,1.6154,0.00995,0.00303,0.00539,0.3049,0.541709,-0.0003,"Sellmeier, n=3",9.361553740E-01,5.940520180E-01,1.043745830E+00,4.617165250E-03,1.688592700E-02,1.037362650E+02,350,290,,99.84%,,99.80%,99.72%,99.52%,99.00%,98.10%,0.68%,Not Specified,Not Specified,Not Specified, 
455,Schott,Silicate,N-SK16,1.6204,60.32,60.08,1.6173,1.6204,1.6229,1.6276,1.6331,0.01029,0.00314,0.00556,0.3051,0.54033,-0.0011,"Sellmeier, n=3",1.343177740E+00,2.411443990E-01,9.943179690E-01,7.046873390E-03,2.290050000E-02,9.275085260E+01,360,300,,99.80%,,99.80%,99.60%,99.40%,98.79%,97.10%,1.04%,Not Specified,Not Specified,Not Specified, 
456,Schott,Silicate,N-SK2,1.6074,56.65,56.37,1.6041,1.6074,1.6099,1.6149,1.6207,0.01072,0.00324,0.00587,0.3027,0.547575,-0.0008,"Sellmeier, n=3",1.281890120E+00,2.577382580E-01,9.681860400E-01,7.271916400E-03,2.428235270E-02,1.103777730E+02,330,280,,99.80%,,99.80%,99.60%,99.30%,99.40%,98.80%,0.38%,Not Specified,Not Specified,Available,
457,Schott,Silicate,N-SK2HT,1.6074,56.65,56.37,1.6041,1.6074,1.6099,1.6149,1.6207,0.01072,0.00324,0.00587,0.3027,0.547575,-0.0008,"Sellmeier, n=3",1.281890120E+00,2.577382580E-01,9.681860400E-01,7.271916400E-03,2.428235270E-02,1.103777730E+02,330,280,,99.90%,,99.90%,99.80%,99.70%,99.60%,99.20%,0.26%,Not Specified,Not Specified,Not Specified,
458,Schott,Silicate,N-SK4,1.6127,58.63,58.37,1.6095,1.6127,1.6152,1.62,1.6257,0.01045,0.00318,0.00569,0.3039,0.544498,-0.0004,"Sellmeier, n=3",1.329937410E+00,2.285429960E-01,9.884652110E-01,7.168741070E-03,2.464558920E-02,1.008863640E+02,360,320,,99.84%,,99.80%,99.68%,99.40%,98.99%,97.14%,1.03%,Not Specified,Not Specified,Not Specified, 
459,Schott,Silicate,N-SK5,1.5891,61.27,61.02,1.5862,1.5891,1.5914,1.5958,1.601,0.00962,0.00294,0.00519,0.3055,0.539501,-0.0007,"Sellmeier, n=3",9.914638230E-01,4.959821210E-01,9.873939250E-01,5.227304670E-03,1.727336460E-02,9.835945790E+01,340,290,,99.80%,,99.84%,99.76%,99.56%,99.24%,98.38%,0.56%,Not Specified,Not Specified,Not Specified, 
460,Schott,Silicate,N-SSK2,1.6223,53.27,52.99,1.6188,1.6223,1.6251,1.6305,1.6369,0.01168,0.00352,0.00646,0.3016,0.553082,-0.0016,"Sellmeier, n=3",1.430602700E+00,1.531505540E-01,1.013909040E+00,8.239829750E-03,3.337368410E-02,1.068708220E+02,370,330,,99.84%,,99.80%,99.68%,99.40%,98.13%,94.15%,2.23%,Not Specified,Not Specified,Not Specified, 
461,Schott,Silicate,N-SSK5,1.6584,50.88,50.59,1.6546,1.6584,1.6615,1.6675,1.6747,0.01294,0.00389,0.00722,0.3003,0.55796,-0.0007,"Sellmeier, n=3",1.592226590E+00,1.035207740E-01,1.051740160E+00,9.202846260E-03,4.235300720E-02,1.069273740E+02,380,340,,99.68%,,99.60%,99.28%,98.71%,95.90%,89.60%,3.95%,Not Specified,Not Specified,Not Specified, 
462,Schott,Silicate,N-SSK8,1.6177,49.83,49.54,1.614,1.6177,1.6207,1.6264,1.6334,0.0124,0.00372,0.00694,0.2999,0.559677,0.0002,"Sellmeier, n=3",1.448578670E+00,1.179659260E-01,1.069375280E+00,8.693101490E-03,4.215665930E-02,1.113006660E+02,390,350,,99.76%,,99.68%,99.36%,98.75%,95.02%,84.69%,5.92%,Not Specified,Not Specified,Not Specified, 
463,Schott,Silicate,N-ZK7,1.5085,61.19,60.98,1.5059,1.5085,1.5105,1.5142,1.5187,0.00831,0.00255,0.00446,0.3069,0.536703,-0.0039,"Sellmeier, n=3",1.077150320E+00,1.680791090E-01,8.518898920E-01,6.766016570E-03,2.306428170E-02,8.904987780E+01,340,290,,99.84%,,99.80%,99.72%,99.52%,99.00%,98.20%,0.64%,Not Specified,Not Specified,Not Specified, 
464,Schott,Silicate,N-ZK7A,1.5081,61.04,60.84,1.5055,1.5081,1.51,1.5138,1.5183,0.00832,0.00255,0.00447,0.307,0.53726,-0.0043,"Sellmeier, n=3",1.075098910E+00,1.688950440E-01,8.605039830E-01,6.766016570E-03,2.306428170E-02,8.904987780E+01,340,290,,99.84%,,99.80%,99.72%,99.52%,99.00%,98.20%,0.64%,Not Specified,Not Specified,Not Specified,
465,Schott,Silicate,P-BK7,1.5164,64.06,63.87,1.5139,1.5164,1.5183,1.522,1.5263,0.00806,0.00248,0.0043,0.3082,0.533499,-0.0025,"Sellmeier, n=3",1.183185030E+00,8.717564260E-02,1.031337010E+00,7.221419560E-03,2.682168050E-02,1.017023620E+02,330,300,,99.90%,,99.90%,99.80%,99.80%,99.70%,99.40%,0.19%,Suitable,Not Specified,Not Specified,
466,Schott,Lanthanide,P-LaF37,1.7555,45.66,45.42,1.7505,1.7555,1.7594,1.7671,1.7763,0.01654,0.00496,0.00925,0.2999,0.55925,-0.008,"Sellmeier, n=3",1.760032440E+00,2.482867450E-01,1.159351220E+00,9.380063960E-03,3.605374640E-02,8.643246930E+01,370,310,,99.80%,,99.80%,99.60%,99.30%,98.00%,95.90%,1.54%,Suitable,Not Specified,Not Specified,
467,Schott,Lanthanide,P-LaK35,1.6935,53.2,52.95,1.6896,1.6935,1.6966,1.7026,1.7097,0.01304,0.00395,0.00715,0.3028,0.548313,-0.0061,"Sellmeier, n=3",1.393242600E+00,4.188827660E-01,1.043807000E+00,7.159596950E-03,2.336374460E-02,8.832844260E+01,360,290,,99.70%,,99.80%,99.70%,99.40%,98.80%,97.60%,0.85%,Suitable,Not Specified,Not Specified,
468,Schott,Lanthanide,P-LaSF47,1.8061,40.9,40.66,1.8002,1.8061,1.8108,1.8199,1.8311,0.01971,0.00587,0.01118,0.2976,0.567225,-0.0079,"Sellmeier, n=3",1.855431010E+00,3.158546490E-01,1.285618390E+00,1.003282030E-02,3.870951680E-02,9.454215070E+01,390,330,,99.80%,,99.80%,99.50%,99.00%,96.70%,92.80%,2.77%,Suitable,Not Specified,Not Specified,
469,Schott,Lanthanide,P-LaSF50,1.8086,40.46,40.22,1.8027,1.8086,1.8134,1.8226,1.834,0.01998,0.00594,0.01135,0.2973,0.568068,-0.0078,"Sellmeier, n=3",1.849105530E+00,3.298286740E-01,1.304009010E+00,9.992347570E-03,3.874379880E-02,9.589676810E+01,390,320,,99.80%,,99.70%,99.50%,99.00%,96.70%,92.80%,2.76%,Suitable,Not Specified,Not Specified,
470,Schott,Lanthanide,P-LaSF51,1.81,40.93,40.68,1.8041,1.81,1.8147,1.8239,1.8351,0.01979,0.00589,0.01122,0.2976,0.566953,-0.008,"Sellmeier, n=3",1.845688060E+00,3.390016000E-01,1.324189210E+00,9.884955710E-03,3.780974020E-02,9.784154300E+01,390,330,,99.80%,,99.70%,99.50%,99.00%,96.70%,92.80%,2.76%,Suitable,Not Specified,Not Specified,
471,Schott,Titanate,P-SF68,2.0052,21,20.82,1.9917,2.0052,2.0164,2.0396,2.0702,0.04787,0.01349,0.0306,0.2817,0.639231,0.0308,"Sellmeier, n=3",2.333006700E+00,4.529613960E-01,1.251723390E+00,1.688384190E-02,7.160863250E-02,1.187074790E+02,490,410,,99.70%,,97.60%,90.50%,75.80%,0.70%, ,41.41%,Suitable,Not Specified,Not Specified,
472,Schott,Titanate,P-SF69,1.7225,29.23,29,1.7154,1.7225,1.7283,1.7401,1.755,0.02472,0.00715,0.01495,0.2893,0.604773,0.0104,"Sellmeier, n=3",1.625946470E+00,2.359276090E-01,1.674346230E+00,1.216966770E-02,6.007104050E-02,1.456519080E+02,410,360,,99.80%,,99.70%,99.30%,98.50%,91.50%,68.60%,12.32%,Suitable,Not Specified,Not Specified,
473,Schott,Titanate,P-SF8,1.6889,31.25,31.01,1.6825,1.6889,1.6941,1.7046,1.7178,0.02205,0.00641,0.01321,0.2905,0.599093,0.0079,"Sellmeier, n=3",1.553704110E+00,2.063325610E-01,1.397088310E+00,1.165826700E-02,5.820877570E-02,1.307480280E+02,400,360,,99.50%,,99.40%,98.90%,98.00%,92.40%,74.60%,9.78%,Suitable,Not Specified,Not Specified,
474,Schott,Silicate,P-SK57,1.587,59.6,59.36,1.584,1.587,1.5894,1.5938,1.5992,0.00985,0.00301,0.00533,0.3053,0.541117,-0.0024,"Sellmeier, n=3",1.310534140E+00,1.693761890E-01,1.109877140E+00,7.408772350E-03,2.545634890E-02,1.077510870E+02,340,310,,99.90%,,99.90%,99.80%,99.60%,99.40%,98.90%,0.39%,Suitable,Not Specified,Not Specified,
475,Schott,Silicate,P-SK57Q1,1.586,59.5,59.26,1.583,1.586,1.5884,1.5928,1.5982,0.00985,0.00301,0.00533,0.3052,0.541117,-0.0024,"Sellmeier, n=3",1.305364830E+00,1.714343280E-01,1.101172190E+00,7.364088310E-03,2.557860470E-02,1.067260600E+02,340,310,,99.90%,,99.90%,99.80%,99.60%,99.40%,98.90%,0.39%,Suitable,Not Specified,Not Specified,
476,Schott,Silicate,P-SK58A,1.5891,61.15,60.93,1.5862,1.5891,1.5914,1.5958,1.601,0.00963,0.00295,0.00519,0.3062,0.538941,-0.0023,"Sellmeier, n=3",1.316784100E+00,1.711547560E-01,1.125014730E+00,7.207174980E-03,2.456595950E-02,1.027397280E+02,350,310,,99.50%,,99.80%,99.70%,99.60%,99.40%,98.60%,0.43%,Suitable,Not Specified,Not Specified,
477,Schott,Silicate,P-SK60,1.6104,57.9,57.66,1.6071,1.6104,1.6129,1.6177,1.6234,0.01054,0.00321,0.00572,0.3049,0.542694,-0.0037,"Sellmeier, n=3",1.407904420E+00,1.433814170E-01,1.165139470E+00,7.843823780E-03,2.877693650E-02,1.053733970E+02,330,290,,99.90%,,99.90%,99.90%,99.80%,99.70%,99.30%,0.23%,Suitable,Not Specified,Not Specified,
478,Schott,Titanate,SF1,1.7174,29.51,29.29,1.7103,1.7174,1.7231,1.7346,1.7492,0.02431,0.0071,0.0145,0.2899,0.598108,0.0042,"Sellmeier, n=3",1.559129230E+00,2.842462880E-01,9.688429260E-01,1.214810010E-02,5.345490420E-02,1.121748090E+02,390,340,,99.84%,,99.84%,99.72%,99.36%,96.72%,91.00%,3.52%,Not Specified,Not Specified,Not Specified,Contains Lead
479,Schott,Titanate,SF10,1.7283,28.41,28.19,1.7209,1.7283,1.7343,1.7465,1.762,0.02563,0.0074,0.0155,0.2888,0.60476,0.0085,"Sellmeier, n=3",1.616259770E+00,2.592293340E-01,1.077623170E+00,1.275345590E-02,5.819839540E-02,1.166076800E+02,410,370,,99.80%,,99.80%,99.56%,99.11%,86.21%,36.00%,25.43%,Not Specified,Not Specified,Not Specified,Contains Lead
480,Schott,Titanate,SF11,1.7847,25.76,25.55,1.776,1.7847,1.7919,1.8065,1.8252,0.03046,0.0087,0.0187,0.2866,0.614905,0.0142,"Sellmeier, n=3",1.738484030E+00,3.111689740E-01,1.174908710E+00,1.360686040E-02,6.159604630E-02,1.219227110E+02,440,390,,99.72%,,99.56%,99.03%,97.56%,52.53%, ,20.78%,Not Specified,Not Specified,Not Specified,Contains Lead
481,Schott,Titanate,SF2,1.6477,33.85,33.6,1.6421,1.6477,1.6522,1.6612,1.6725,0.01913,0.0056,0.0113,0.2923,0.588604,0.0017,"Sellmeier, n=3",1.403018210E+00,2.317675040E-01,9.390565860E-01,1.057954660E-02,4.932269780E-02,1.124059550E+02,370,330,,99.84%,,99.80%,99.72%,99.52%,98.13%,94.58%,2.07%,Not Specified,Not Specified,Available,Contains Lead
482,Schott,Titanate,SF4,1.7552,27.58,27.37,1.7473,1.7552,1.7617,1.7747,1.7912,0.02738,0.0079,0.0165,0.2886,0.603725,0.0062,"Sellmeier, n=3",1.619578260E+00,3.394931890E-01,1.025669310E+00,1.255021040E-02,5.445598220E-02,1.176522220E+02,400,350,,99.84%,,99.84%,99.64%,99.20%,95.45%,86.21%,5.41%,Not Specified,Not Specified,Not Specified,Contains Lead
483,Schott,Titanate,SF5,1.6727,32.21,31.97,1.6666,1.6727,1.6776,1.6875,1.6999,0.02089,0.0061,0.0124,0.2915,0.591671,0.0023,"Sellmeier, n=3",1.461418850E+00,2.477130190E-01,9.499958320E-01,1.118261260E-02,5.085946690E-02,1.120418880E+02,370,330,,99.84%,,99.84%,99.72%,99.52%,97.97%,95.02%,1.92%,Not Specified,Not Specified,Not Specified,Contains Lead
484,Schott,Titanate,SF56A,1.7847,26.08,25.87,1.7761,1.7847,1.7918,1.8062,1.8245,0.0301,0.0087,0.0183,0.2874,0.609302,0.0098,"Sellmeier, n=3",1.705792590E+00,3.442230520E-01,1.096018280E+00,1.338746990E-02,5.795616080E-02,1.216160240E+02,420,370,,99.80%,,99.76%,99.56%,98.95%,85.70%,39.81%,23.90%,Not Specified,Not Specified,Not Specified,Contains Lead
485,Schott,Titanate,SF57,1.8467,23.83,23.64,1.8365,1.8467,1.855,1.872,1.8939,0.03554,0.0102,0.0219,0.2859,0.615926,0.0123,"Sellmeier, n=3",1.816513710E+00,4.288936410E-01,1.071862780E+00,1.437041980E-02,5.928011720E-02,1.214199420E+02,400,370,,99.84%,,99.76%,99.44%,98.71%,84.69%,52.32%,18.98%,Suitable,Not Specified,Not Specified,Contains Lead
486,Schott,Titanate,SF57HT Ultra,1.8467,23.83,23.64,1.8365,1.8467,1.855,1.872,1.8939,0.03554,0.0102,0.0219,0.2859,0.615926,0.0123,"Sellmeier, n=3",1.816513710E+00,4.288936410E-01,1.071862780E+00,1.437041980E-02,5.928011720E-02,1.214199420E+02,390,360,,99.92%,,99.88%,99.60%,99.11%,92.37%,62.11%,15.01%,Suitable,Not Specified,Available,Contains Lead
487,Schott,Titanate,SF6,1.8052,25.43,25.24,1.7961,1.8052,1.8127,1.8278,1.8471,0.03166,0.0091,0.0193,0.2871,0.610234,0.0092,"Sellmeier, n=3",1.724484820E+00,3.901048890E-01,1.045728580E+00,1.348719470E-02,5.693180950E-02,1.185571850E+02,420,360,,99.90%,,99.80%,99.60%,99.10%,91.50%,72.00%,11.09%,Not Specified,Not Specified,Not Specified,Contains Lead
488,Schott,Titanate,SF6HT,1.8052,25.43,25.24,1.7961,1.8052,1.8127,1.8278,1.8471,0.03166,0.0091,0.0193,0.2871,0.610234,0.0092,"Sellmeier, n=3",1.724484820E+00,3.901048890E-01,1.045728580E+00,1.348719470E-02,5.693180950E-02,1.185571850E+02,410,360,,99.90%,,99.80%,99.60%,99.20%,94.10%,77.00%,9.06%,Not Specified,Not Specified,Not Specified,Contains Lead
547,Hikari,Titanate,J-SF1,1.7174,29.57,29.34,1.7103,1.7174,1.7231,1.7346,1.7492,0.024258,0.007023,0.014642,0.2895,0.6036,0.0089,"Sellmeier, n=3",1.091299720E-01,8.103315060E+01,2.105933580E-02,6.042881830E-02,3.598287830E-01,8.394198280E-03,393,364,98.70%,99.00%,99.10%,99.00%,98.10%,96.80%,86.00%,55.00%,15.38%,Not Specified,Not Specified,Not Specified,
782,CDGM,Titanate,H-ZF3,1.7174,29.5,29.27,1.7103,1.7174,1.7231,1.7346,1.7493,0.024318,0.00704,0.01464,0.2893,0.6019,0.0065,"Schott, n=2 m=4",2.857221770E+00,-1.77E-02,2.596340530E-02,3.443495800E-03,-3.19E-04,2.682691220E-05,400,360,99.70%,99.60%,99.40%,99.30%,98.90%,98.10%,89.20%,62.90%,12.81%,Not Specified,Not Specified,Not Specified,
783,CDGM,Titanate,ZF3,1.7174,29.5,29.27,1.7103,1.7174,1.7231,1.7346,1.7492,0.024317,0.00704,0.01451,0.2894,0.5967,0.0012,"Schott, n=2 m=4",2.847585190E+00,-1.05E-02,3.094509250E-02,2.136963980E-03,-1.31E-04,1.424288740E-05,390,340,99.80%,99.90%,99.70%,99.70%,99.70%,98.80%,93.90%,84.00%,5.61%,Not Specified,Not Specified,Not Specified,
82,Ohara,Lanthanide,S-LAM 3,1.717,47.9,47.6,1.7125,1.717,1.7206,1.7275,1.7359,0.01496,0.004476,0.008386,0.2992,0.5605,-0.0034,"Sellmeier, n=3",1.642587130E+00,2.396346100E-01,1.224830260E+00,8.682460200E-03,3.512262420E-02,1.166043690E+02,368,338,99.90%,99.60%,99.60%,99.70%,99.50%,99.00%,96.80%,91.60%,2.85%,Not Specified,Not Specified,Available,
586,Hikari,Lanthanide,J-LAF3,1.717,47.98,47.71,1.7125,1.717,1.7206,1.7275,1.7358,0.014945,0.004483,0.008347,0.3,0.5585,-0.0053,"Sellmeier, n=3",1.075309160E-01,7.450156610E+01,1.485357520E-02,3.955416140E-02,3.707478920E-01,6.112295400E-03,365,337,99.20%,99.50%,99.50%,99.60%,99.40%,98.90%,96.60%,91.70%,2.75%,Not Specified,Not Specified,Not Specified,
223,Hoya,Lanthanide,LaF3,1.717,47.98,47.73,1.7125,1.717,1.7206,1.7275,1.7358,0.01494,0.00449,0.00831,0.3004,0.556225,-0.0063,"Schott, n=2 m=4",2.878979900E+00,-8.73E-03,2.442565600E-02,4.549177300E-05,4.280292800E-05,-7.28E-07,355,319,99.60%,99.90%,99.70%,99.70%,99.70%,99.10%,97.50%,94.30%,1.94%,Not Specified,Not Specified,Not Specified,
826,CDGM,Lanthanide,H-LaF2,1.717,47.89,47.65,1.7125,1.717,1.7206,1.7275,1.7358,0.014972,0.00452,0.00839,0.3016,0.5604,-0.0038,"Schott, n=2 m=4",2.872229270E+00,-5.71E-03,2.924217520E-02,-1.46E-03,2.525252510E-04,-1.09E-05,380,340,99.80%,99.80%,99.80%,99.80%,99.70%,99.40%,97.60%,92.80%,2.46%,Not Specified,Not Specified,Not Specified,
568,Hikari,Niobophosphate,J-SFH6,1.7134,26.04,25.79,1.7056,1.7134,1.7198,1.733,1.7502,0.027396,0.007799,0.01725,0.2847,0.6297,0.029,"Sellmeier, n=3",9.273892770E-02,6.454620570E+01,2.173168680E-02,7.047189850E-02,3.562101370E-01,8.657690110E-03,404,374,99.90%,99.90%,99.80%,99.60%,98.80%,97.70%,74.00%,16.00%,29.53%,Not Specified,Not Specified,Not Specified,
176,Hoya,Lanthanide,LaC8,1.713,53.94,53.72,1.709,1.713,1.7162,1.7222,1.7294,0.01322,0.00402,0.00719,0.3043,0.543873,-0.0071,"Schott, n=2 m=4",2.877853700E+00,-1.38E-02,2.030118500E-02,2.775987100E-04,5.905983000E-06,1.774764700E-07,335,267,99.90%,99.90%,99.80%,99.80%,99.80%,99.60%,98.60%,97.60%,0.84%,Not Specified,Not Specified,Not Specified,
355,Hoya,Lanthanide,M-LAC8,1.713,53.94,53.71,1.709,1.713,1.7162,1.7222,1.7294,0.01322,0.00401,0.0072,0.3035,0.544629,-0.0066,"Schott, n=2 m=4",2.881748100E+00,-2.13E-01,2.394147881E-01,5.240930347E-02,-6.68E-02,1.369470372E-02,352,288,99.90%,99.80%,99.70%,99.80%,99.70%,99.30%,97.70%,95.20%,1.66%,Suitable,Not Specified,Not Specified,
571,Hikari,Lanthanide,J-LAK8,1.713,53.96,53.73,1.709,1.713,1.7162,1.7222,1.7294,0.013214,0.004018,0.007204,0.3041,0.5452,-0.0086,"Sellmeier, n=3",1.182440840E-01,6.793654790E+01,3.545697460E-02,2.279634200E-02,3.495643090E-01,4.959853110E-03,350,291,99.20%,99.60%,99.80%,99.70%,99.70%,99.30%,97.80%,95.40%,1.52%,Not Specified,Not Specified,Not Specified,
713,CDGM,Lanthanide,H-LaK7A,1.713,53.83,53.61,1.709,1.713,1.7162,1.7222,1.7294,0.013245,0.004028,0.007221,0.3041,0.5452,-0.0088,"Sellmeier, n=3",1.206748110E+00,8.434990120E+01,1.067177310E+00,4.381895000E-03,8.112295150E-01,1.898288900E-02,365,270,99.40%,99.40%,99.60%,99.60%,99.60%,99.20%,97.70%,95.60%,1.43%,Not Specified,Not Specified,Not Specified,
66,Ohara,Lanthanide,S-LAL 8,1.713,53.9,53.6,1.709,1.713,1.7162,1.7222,1.7294,0.01324,0.004021,0.007225,0.3038,0.5459,-0.0084,"Sellmeier, n=3",1.306632910E+00,5.713772530E-01,1.243036050E+00,6.118624480E-03,2.127214700E-02,9.062856860E+01,356,295,99.80%,99.60%,99.60%,99.80%,99.70%,99.40%,97.70%,94.40%,1.89%,Not Specified,Not Specified,Available,
75,Ohara,Lanthanide,S-LAL21,1.703,52.4,52.1,1.699,1.703,1.7062,1.7124,1.7198,0.01342,0.004048,0.00739,0.3016,0.5506,-0.0061,"Sellmeier, n=3",9.352507790E-01,9.059887060E-01,1.433512120E+00,1.808360470E-02,4.084526430E-03,1.386834100E+02,374,320,99.50%,99.70%,99.70%,99.80%,99.60%,99.10%,94.20%,85.00%,5.23%,Not Specified,Not Specified,Available,
520,Hikari,Silicate,J-BASF7,1.7015,41.02,40.73,1.6965,1.7015,1.7056,1.7136,1.7234,0.017103,0.005057,0.009848,0.2957,0.5758,0.0003,"Sellmeier, n=3",1.104782390E-01,8.555604940E+01,1.408613540E-02,5.166218180E-02,3.636606940E-01,6.867926590E-03,382,351,98.80%,99.10%,99.10%,99.00%,98.40%,97.50%,91.20%,77.00%,7.75%,Not Specified,Not Specified,Not Specified,
307,Hoya,Silicate,MP-BACD15,1.6226,58.17,57.96,1.6194,1.6226,1.6252,1.6301,1.6358,0.0107,0.0033,0.0058,0.306,0.540187,-0.0045,"Schott, n=2 m=4",2.590919000E+00,-1.70E-01,2.057373743E-01,5.494655035E-02,-7.62E-03,8.347951117E-03,337,283,99.70%,99.70%,99.60%,99.70%,99.60%,99.50%,98.90%,97.90%,0.63%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
220,Hoya,Silicate,BaFD7,1.7015,41.15,40.86,1.6965,1.7015,1.7056,1.7136,1.7234,0.01705,0.00503,0.00983,0.2953,0.57654,0.0028,"Schott, n=2 m=4",2.821721100E+00,-9.73E-03,2.434597900E-02,7.840630500E-04,-2.24E-05,4.672602900E-06,380,349,99.90%,99.50%,99.80%,99.90%,99.30%,98.20%,92.40%,79.90%,7.02%,Not Specified,Not Specified,Not Specified,
772,CDGM,Silicate,H-ZBaF20,1.7015,41.15,40.86,1.6965,1.7015,1.7056,1.7136,1.7234,0.017049,0.00503,0.00985,0.2953,0.5777,0.0021,"Schott, n=2 m=4",2.820819370E+00,-1.01E-02,2.550846290E-02,3.295676700E-04,5.025653790E-05,6.004324030E-07,390,350,99.80%,99.90%,99.80%,99.80%,99.50%,98.80%,95.40%,87.10%,4.47%,Not Specified,Not Specified,Not Specified,
33,Ohara,Silicate,S-BAH27,1.7015,41.2,41,1.6965,1.7015,1.7056,1.7135,1.7233,0.01701,0.005033,0.009808,0.2958,0.5765,0.0018,"Sellmeier, n=3",1.689390520E+00,1.330810130E-01,1.411655150E+00,1.035981930E-02,5.339822390E-02,1.265155030E+02,388,356,99.80%,99.40%,99.40%,99.50%,98.90%,97.90%,89.00%,70.00%,10.43%,Not Specified,Not Specified,Available,
588,Hikari,Lanthanide,J-LAF01,1.7,48.11,47.82,1.6956,1.7,1.7035,1.7102,1.7184,0.014551,0.004355,0.008154,0.2993,0.5604,-0.0033,"Sellmeier, n=3",1.244055530E-01,9.404211990E+01,1.856331880E-02,3.723818860E-02,3.598935840E-01,5.902364010E-03,369,339,99.00%,99.40%,99.50%,99.40%,99.30%,98.80%,95.90%,89.00%,3.65%,Not Specified,Not Specified,Not Specified,
835,CDGM,Lanthanide,H-LaF51,1.7,48.08,47.8,1.6956,1.7,1.7035,1.7102,1.7184,0.014559,0.00436,0.00815,0.2995,0.56,-0.0038,"Schott, n=2 m=4",2.827405640E+00,-1.14E-02,2.172087120E-02,3.859857380E-04,1.318578280E-05,6.837831320E-07,380,340,99.80%,99.70%,99.50%,99.50%,99.40%,98.90%,96.70%,91.00%,3.03%,Not Specified,Not Specified,Not Specified,
74,Ohara,Lanthanide,S-LAL20,1.6993,51.1,50.8,1.6952,1.6993,1.7026,1.7089,1.7165,0.01368,0.004104,0.007596,0.3,0.5552,-0.0036,"Sellmeier, n=3",1.067884670E+00,7.587353500E-01,1.028046820E+00,5.188960580E-03,2.040043570E-02,1.208263200E+02,350,305,99.80%,99.50%,99.50%,99.60%,99.40%,98.90%,98.20%,96.00%,1.26%,Not Specified,Not Specified,Available,
197,Hoya,Titanate,E-FD15L,1.699,30.05,29.82,1.6922,1.699,1.7044,1.7155,1.7295,0.02326,0.00674,0.01402,0.2898,0.602752,0.0086,"Schott, n=2 m=4",2.791994300E+00,-1.23E-02,2.880274100E-02,2.143005900E-03,-1.69E-04,1.974176600E-05,393,361,99.80%,99.50%,99.60%,99.60%,98.60%,97.30%,87.40%,54.20%,15.83%,Not Specified,Not Specified,Available,
293,Hoya,Phosphate,MP-PCD4-40,1.6192,63.85,63.56,1.6163,1.6192,1.6215,1.626,1.6312,0.00969,0.003,0.0053,0.3043,0.542828,0.0083,"Schott, n=2 m=4",2.583147100E+00,-4.85E-01,1.842640497E-01,6.657024456E-02,-1.43E-02,2.859521231E-03,365,323,99.60%,99.60%,99.80%,99.90%,99.80%,99.40%,97.70%,92.40%,2.58%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
294,Hoya,Phosphate,MC-PCD4-40,1.6192,63.85,63.56,1.6163,1.6192,1.6215,1.626,1.6312,0.00969,0.003,0.0053,0.3043,0.542828,0.0083,"Schott, n=2 m=4",2.583147100E+00,-4.85E-01,1.842640497E-01,6.657024456E-02,-1.43E-02,2.859521231E-03,359,315,99.70%,99.70%,99.70%,99.80%,99.70%,99.40%,98.60%,95.40%,1.51%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
198,Hoya,Titanate,E-FD15,1.699,30.05,29.82,1.6922,1.699,1.7044,1.7155,1.7295,0.02326,0.00674,0.01402,0.2898,0.602752,0.0086,"Schott, n=2 m=4",2.791994300E+00,-1.23E-02,2.880274100E-02,2.143005900E-03,-1.69E-04,1.974176600E-05,393,361,99.80%,99.50%,99.60%,99.60%,98.60%,97.30%,87.40%,54.20%,15.83%,Not Specified,Not Specified,Not Specified,
559,Hikari,Titanate,J-SF15,1.699,30.13,29.89,1.6922,1.699,1.7044,1.7154,1.7294,0.023197,0.006723,0.013968,0.2898,0.6021,0.0083,"Sellmeier, n=3",1.119224220E-01,8.319319010E+01,2.081503150E-02,5.982080070E-02,3.526619280E-01,8.294472470E-03,395,364,98.80%,99.10%,99.10%,98.90%,97.80%,96.30%,84.00%,54.00%,15.80%,Not Specified,Not Specified,Not Specified,
